Company Name,Category,Landmark,Building,Street,City,Country,Mobile,Mobile,Email,,,,,,,,,,,Company Name,Founded,Mobile,Phone,Website,Email,Views
NB D Co ,"
 | General Trading & Contracting |  ",,,Golan St ,Erbil,Iraq,+9647507555689,,nadyabuluttekin@hotmail.com,,,,,,,,,,,NB D Co ,2015,+9647507555689,,,nadyabuluttekin@hotmail.com,80,,,
New Land Group Co,"
 | General Trading & Contracting |  ",,,Franso Hariri Inter,Erbil,Iraq,66-2503308,66-2577384	,newlandgroup@hotmail.com,,,,,,,,,,,New Land Group Co,2015,,66-2503308,www.newlandgr.com,newlandgroup@hotmail.com,84,,,
Noor AlDeyar,"
 | General Trading & Contracting |  ",,,AlJazaria St,Basra,Iraq,+9647803158800,+9647703113444,40-617811	,Info@nooraldeyar.com ,,,,,,,,,,Noor AlDeyar,2015,+9647803158800,40-617811	,www.nooraldeyar.com 	,Info@nooraldeyar.com ,91,,,
Arz  Lebanon ,"
 | Furniture |  ",,,karada Kharij,Baghdad,Iraq,+9647903296990,,alghainafurniture@gmail.com,,,,,,,,,,,Arz  Lebanon ,2015,+9647903296990,,,alghainafurniture@gmail.com,92,,,
Asalam Complex Furniture,"
 | Furniture |  ",,,Karada Karj the entrance Arasat Hindia,Baghdad,Iraq,+9647901329982,+9647905248007,+9647702741769,1-7788389,1-7785949,alkarady81@yahoo.com,,,,,,,,Asalam Complex Furniture,2015,+9647901329982,1-7788389,,alkarady81@yahoo.com,123,,,
ASO mobilya,"
 | Furniture |  ",,,60 mtr Near Ankawa Bridge,Erbil,Iraq,+9647504338384,+9647504497518,+9647504529408,662230749,asomobilya@yahoo.com,,,,,,,,,ASO mobilya,2015,+9647504338384,662230749,,asomobilya@yahoo.com,128,,,
ASUDA MOBILYA,"
 | Furniture |  ",,,60 mtr Near Ankawa bridge,Erbil,Iraq,+9647508539292,+9647508539393,,Stylehawler.co92@yahoo.com,,,,,,,,,,ASUDA MOBILYA,2015,+9647508539292,,,Stylehawler.co92@yahoo.com,126,,,
Noor AlDeyar,"
 | General Trading & Contracting |  ",,,AlJazaria St,Basra,Iraq,+9647803158800,+9647703113444	,40-617811,Info@nooraldeyar.com ,,,,,,,,,,Noor AlDeyar,2015,+9647803158800,40-617811,www.nooraldeyar.com ,Info@nooraldeyar.com ,80,,,
Athana,"
 | Furniture |  ",,,The Main St  Entrance AlShafaa Hosp,Basra,Iraq,+9647703217548,,,,,,,,,,,,,Athana,2015,+9647703217548,,,,117,,,
Atlas for Cabinet  Mobilya,"
 | Furniture |  ",,,100 mtr Near badawa Sq,Erbil,Iraq,+9647503186000,+9647504616847,,,,,,,,,,,,Atlas for Cabinet  Mobilya,2015,+9647503186000,,,,130,,,
Noor AlShekh Co,"
 | General Trading & Contracting |  ",,,BaghdadAlzaeem St  Kirkuk Mohafatha St,Baghdad,Iraq,+9647701314366,+9647504140816,+9647810936373	,,shekh_58n@yahoo.com 	,Hawarykurd_86@hotmail.com ,,,,,,,,Noor AlShekh Co,2015,+9647701314366,,,shekh_58n@yahoo.com 	,69,,,
Atlas Mobilya,"
 | Furniture |  ",,,60 Mtr opp kawshka rashed rest,Baghdad,Iraq,+9647504463787,+9647506463787,,,,,,,,,,,,Atlas Mobilya,2015,+9647504463787,,,,88,,,
ATLAS MOBILYA2,"
 | Furniture |  ",,,100 mtr Opp Family mall,Erbil,Iraq,+9647504549969,+9647506890006,,,,,,,,,,,,ATLAS MOBILYA2,2015,+9647504549969,,,,97,,,
Aypa Center Furniture,"
 | Furniture |  ",,,40m St,Erbil,Iraq,+9647504454462,,,,,,,,,,,,,Aypa Center Furniture,2015,+9647504454462,,,,122,,,
Nurol Construction and trading Co,"
 | General Trading & Contracting |  ",,,English village ,Erbil,Iraq,+9647504459506	,,azad.aslan@nurol.com.tr,,,,,,,,,,,Nurol Construction and trading Co,2015,+9647504459506	,,www.nurol.com.tr,azad.aslan@nurol.com.tr,102,,,
Aytu  Mobilya,"
 | Furniture |  ",,,Shorsh St,Erbil,Iraq,+9647508969498,+9647508969499,,,,,,,,,,,,Aytu  Mobilya,2015,+9647508969498,,,,97,,,
Azhar AlMothafer,"
 | Furniture |  ",,,AlJubala  Opp Foyer of the Local Administration,Basra,Iraq,+9647803952719,+9647801393155,+9647801406078,,,,,,,,,,,Azhar AlMothafer,2015,+9647803952719,,,,93,,,
Noor Technology Co,"
 | General Trading & Contracting |  ",,,iraq,Basra,Iraq,+9647400935566	,,info@noor-tech.com,,,,,,,,,,,Noor Technology Co,2015,+9647400935566	,,www.noor-tech.com,info@noor-tech.com,77,,,
B  B ,"
 | Furniture |  ",,,Ankawa Road,Erbil,Iraq,+9647504492524,+9647504441151,,bazyan_shaqlawaye@yahoo.com,,,,,,,,,,B  B ,2015,+9647504492524,,,bazyan_shaqlawaye@yahoo.com,102,,,
Baure Furniture,"
 | Furniture |  ",,,Raza St,Duhok,Iraq,+9647504581477,62-7242273,,,,,,,,,,,,Baure Furniture,2015,+9647504581477,62-7242273,,,109,,,
Nevada Co,"
 | General Trading & Contracting |  ",,,Iraq,Erbil,Iraq,+9647504532005 			,+9647706353100	,,omarsaeed71@yahoo.com,,,,,,,,,,Nevada Co,2015,+9647504532005 			,,,omarsaeed71@yahoo.com,79,,,
Baghdad Moon Show,"
 | Furniture |  ",,,Palestine StNear Almawal Sq,Baghdad,Iraq,+9647901822275,+9647901553147,,,,,,,,,,,,Baghdad Moon Show,2015,+9647901822275,,,,93,,,
Bahar Furniture,"
 | Furniture |  ",,,Bakhtyari,Sulaymaniyah,Iraq,+9647702292828,+9647501148247,+9647480106384,,info@baharmobilya.org,,,,,,,,,Bahar Furniture,2015,+9647702292828,,,info@baharmobilya.org,140,,,
Nahim AlHadad Co,"
 | General Trading & Contracting |  ",,,iraq,Baghdad,Iraq,+9647806865884,+9647707052777,,info@ishrakatalnajim.com ,,,,,,,,,,Nahim AlHadad Co,2015,+9647806865884,,,info@ishrakatalnajim.com ,69,,,
Baiti Furniture,"
 | Furniture |  ",,,AlAadhamya,Baghdad,Iraq,+9647903313455,+9647600009366,1-4255295,baitifurniture_2009@yahoo.com,,,,,,,,,,Baiti Furniture,2015,+9647903313455,1-4255295,,baitifurniture_2009@yahoo.com,106,,,
Barz Home,"
 | Furniture |  ",,,60 mtr St near Bridge Ankawa,Erbil,Iraq,+9647501923434,+9647504856940,+9640750428119,,,,,,,,,,,Barz Home,2015,+9647501923434,,,,100,,,
Peak Pioneer Co,"
 | General Trading & Contracting |  ",,,Karada   Erbil Italian City Villa No 425,Baghdad,Iraq,+9647504626666,+9647700421969,66-2552666,info@pp-iq.com,,,,,,,,,,Peak Pioneer Co,2015,+9647504626666,66-2552666,www.pp-iq.com ,info@pp-iq.com,71,,,
BARZAN MOBILYA,"
 | Furniture |  ",,,60 mtr St Opp Sorani Hosp,Erbil,Iraq,+9647504613477,+9647504477378,+9647504384247,+9647502221773,,,,,,,,,,BARZAN MOBILYA,2015,+9647504613477,,,,99,,,
Beauty Home Group,"
 | Furniture |  ",,,iraq,Sulaymaniyah,Iraq,+9647701572544,+9647508428084,53-3193355,beautyhomegrp@hotmail.com,,,,,,,,,,Beauty Home Group,2015,+9647701572544,53-3193355,www.dikasmembran.com,beautyhomegrp@hotmail.com,116,,,
Power Men Co,"
 | General Trading & Contracting |  ",,,iraq,Erbil,Iraq,+9647503174005	,,E-pmc@power-men.com	,powermen_co@yahoo.com	,,,,,,,,,,Power Men Co,2015,+9647503174005	,,www.power-men.com ,E-pmc@power-men.com	,82,,,
Power Guide Co,"
 | General Trading & Contracting |  ",,,Karada,Baghdad,Iraq,1-7197586, info@pgeco-iq.com,,,,,,,,,,,,Power Guide Co,2015,,1-7197586,www.pgeco-iq.com, info@pgeco-iq.com,72,,,
Beet Al Asell,"
 | Furniture |  ",,,Karada Tahreit Sq,Baghdad,Iraq,+9647713207945,+9647902979534,+9647711454850,1-4222241,1-7188432,1-7195747,beet_al_asell@yahoo.com,Alia88279@gmail.com,,,,,,Beet Al Asell,2015,+9647713207945,1-4222241,,beet_al_asell@yahoo.com,88,,,
Behdyan Furniture,"
 | Furniture |  ",,,K R O St,Duhok,Iraq,+9647507477354,,,,,,,,,,,,,Behdyan Furniture,2015,+9647507477354,,,,108,,,
Beit al Basha Gallery,"
 | Furniture |  ",,,AlMansur St,Baghdad,Iraq,+9647706553322,+9647806019000,,beit.albasha@yahoo.com,,,,,,,,,,Beit al Basha Gallery,2015,+9647706553322,,,beit.albasha@yahoo.com,84,,,
BELLONA furniture Center,"
 | Furniture |  ",,,60 mtr St  near shorsh Bridge,Erbil,Iraq,+9647507301475,+9647504821037,+9647702136677,,,,,,,,,,,BELLONA furniture Center,2015,+9647507301475,,,,105,,,
Qabdhat  Alhusam,"
 | General Trading & Contracting |  ",,,KufaSahlaniBuld,Najaf,Iraq,+9647801269064,,,,,,,,,,,,,Qabdhat  Alhusam,2015,+9647801269064,,,,61,,,
Bellona Furniture,"
 | Furniture |  ",,,Malik Mahmud St,Sulaymaniyah,Iraq,+9647711527761,+9647711527762,53-3286616,bellonasuly@gmail.com,,,,,,,,,,Bellona Furniture,2015,+9647711527761,53-3286616,,bellonasuly@gmail.com,120,,,
Qalat Alatalas,"
 | General Trading & Contracting |  ",,,AlSadiq St,Najaf,Iraq,+9647801187345,,,,,,,,,,,,,Qalat Alatalas,2015,+9647801187345,,,,59,,,
Best Light Furniture,"
 | Furniture |  ",,,K R O St,Duhok,Iraq,+9647507676868,+9647707926868,,bestlightshvan@yahoo.com,,,,,,,,,,Best Light Furniture,2015,+9647507676868,,,bestlightshvan@yahoo.com,100,,,
Qatar Alwadq Co,"
 | General Trading & Contracting |  ",,,Sinak,Baghdad,Iraq,+9647400158274,+9647400185278,+9647400185279,,qtc@qatarlwadq.com,,,,,,,,,Qatar Alwadq Co,2015,+9647400158274,,www.qatralwadq.com ,qtc@qatarlwadq.com,67,,,
Beysa Furniture,"
 | Furniture |  ",,,Malik Mahmud St,Sulaymaniyah,Iraq,+9647480172777,+9647701490001,53-3302726,,,,,,,,,,,Beysa Furniture,2015,+9647480172777,53-3302726,,,131,,,
Beyza,"
 | Furniture |  ",,,60 mtr Opp Sbi Mosque,Erbil,Iraq,+9647501578080,+9640750235006,,,,,,,,,,,,Beyza,2015,+9647501578080,,,,95,,,
Brek Albasra,"
 | Furniture |  ",,,AlTuasa Bes Al Arosa Photographer,Basra,Iraq,+9647704951549,+9647801402558,,,,,,,,,,,,Brek Albasra,2015,+9647704951549,,,,84,,,
Bril Life Room Furniture,"
 | Furniture |  ",,,40m St,Erbil,Iraq,+9647508922758,+9647504300108,,,,,,,,,,,,Bril Life Room Furniture,2015,+9647508922758,,,,110,,,
Q 80 Co,"
 | General Trading & Contracting |  ",,,iraq,Baghdad,Iraq,+9647809150340,,wesam@q80united.com,,,,,,,,,,,Q 80 Co,2015,+9647809150340,,,wesam@q80united.com,73,,,
Burosan Furniture,"
 | Furniture |  ",,,60m St,Erbil,Iraq,66-2296484,info@burosan.com,g.timur@burosan.com,,,,,,,,,,,Burosan Furniture,2015,,66-2296484,,info@burosan.com,119,,,
Rabar Co,"
 | General Trading & Contracting |  ",,,Khanaqa Market,Sulaymaniyah,Iraq,+9647701521040,+9647701520250,,rabarcompany@yahoo.com 	,,,,,,,,,,Rabar Co,2015,+9647701521040,,,rabarcompany@yahoo.com 	,88,,,
By Zaden Mobilya ,"
 | Furniture |  ",,,Shorsh St,Erbil,Iraq,+9647503696594,,info@byzaden.com,,,,,,,,,,,By Zaden Mobilya ,2015,+9647503696594,,www.byzaden.com,info@byzaden.com,97,,,
Raedat AlTameer Co,"
 | General Trading & Contracting |  ",,,Rizgari St,Sulaymaniyah,Iraq,+9647701524812,+9647501212121,,raedataltameer.co@gmail.com,,,,,,,,,,Raedat AlTameer Co,2015,+9647701524812,,,raedataltameer.co@gmail.com,89,,,
Byara Modren Group ,"
 | Furniture |  ",,,100m St,Erbil,Iraq,+9647504452062,+9647504442062,,group.byara@yahoo.com,,,,,,,,,,Byara Modren Group ,2015,+9647504452062,,,group.byara@yahoo.com,101,,,
Captain Shop,"
 | Furniture |  ",,,60th m St,Erbil,Iraq,+9647503229595,,cwanro@hotmail.com,,,,,,,,,,,Captain Shop,2015,+9647503229595,,,cwanro@hotmail.com,94,,,
Rawat Alghari,"
 | General Trading & Contracting |  ",,,Hay Alghari,Najaf,Iraq,+9647801033338,,,,,,,,,,,,,Rawat Alghari,2015,+9647801033338,,,,63,,,
Careen Furniture,"
 | Furniture |  ",,,40m St,Erbil,Iraq,+9647504512014,+9647502005767,, careen@show gmail.com,,,,,,,,,,Careen Furniture,2015,+9647504512014,,, careen@show gmail.com,110,,,
Casino Lebnon,"
 | Furniture |  ",,,Casino Lebnon St,Basra,Iraq,+9647718733561,,,,,,,,,,,,,Casino Lebnon,2015,+9647718733561,,,,87,,,
Char Char Mobilya,"
 | Furniture |  ",,,KRO St,Duhok,Iraq,+9647504544388,,,,,,,,,,,,,Char Char Mobilya,2015,+9647504544388,,,,88,,,
COBRA GROUP,"
 | Furniture |  ",,,60 mtr Near Hawlyer Stadium,Erbil,Iraq,+9647507775455,+9647504510955,,info@COBRAGRP.com,Korsat@cobragrp.com,,,,,,,,,COBRA GROUP,2015,+9647507775455,,,info@COBRAGRP.com,102,,,
CONCEPT INTERIORS,"
 | Furniture |  ",,,Ankawa Road,Erbil,Iraq,+9647503881122,,info@conceptinteriors.biz,,,,,,,,,,,CONCEPT INTERIORS,2015,+9647503881122,,www.conceptinteriors.biz,info@conceptinteriors.biz,106,,,
Condita Furniture,"
 | Furniture |  ",,,60m St,Erbil,Iraq,+9647506632260,+9647506632261,,,,,,,,,,,,Condita Furniture,2015,+9647506632260,,,,111,,,
Cotton Garden Furniture,"
 | Furniture |  ",,,Mansur 14 Ramadan,Baghdad,Iraq,+9647901905657,+9647901315790,1-5421611,1-5437317,,,,,,,,,,Cotton Garden Furniture,2015,+9647901905657,1-5421611,,,112,,,
Rihant Alnajaf,"
 | General Trading & Contracting |  ",,,KufaHay Kinda,Najaf,Iraq,+9647801348215,,,,,,,,,,,,,Rihant Alnajaf,2015,+9647801348215,,,,59,,,
Rimal Alghai,"
 | General Trading & Contracting |  ",,,Hay Ishtraki,Najaf,Iraq,+9647801273310,,,,,,,,,,,,,Rimal Alghai,2015,+9647801273310,,,,61,,,
Rojman Co ,"
 | General Trading & Contracting |  ",,,Makhmoor St,Erbil,Iraq,+9647800000534,+9647504572734				,+9647701528606,,manager@rojmancompany.com,mehmetali@astorpower.com	 ,,,,,,,,Rojman Co ,2015,+9647800000534,,www.rojmancompany.com ,manager@rojmancompany.com,94,,,
Rozhan Co,"
 | General Trading & Contracting |  ",,,Malik Mahmood St,Sulaymaniyah,Iraq,+9647701520239,+9647701520077,53-3301117,rozhan_center@yahoo.com ,,,,,,,,,,Rozhan Co,2015,+9647701520239,53-3301117,,rozhan_center@yahoo.com ,89,,,
Rawasi AlMajd Co,"
 | General Trading & Contracting |  ",,,iraq,Baghdad,Iraq,+9647901707329,+9647702772018	,,rawase_almajed@yahoo.com ,,,,,,,,,,Rawasi AlMajd Co,2015,+9647901707329,,,rawase_almajed@yahoo.com ,70,,,
RFCCGeneral Contracting  Construction ,"
 | General Trading & Contracting |  ",,,English village No275,Erbil,Iraq,+9647501777172,,karwan.civil.eng@gmail.com,,,,,,,,,,,RFCCGeneral Contracting  Construction ,2015,+9647501777172,,,karwan.civil.eng@gmail.com,115,,,
Safa Almashad,"
 | General Trading & Contracting |  ",,,Hay Alameer,Najaf,Iraq,+9647801400150,,,,,,,,,,,,,Safa Almashad,2015,+9647801400150,,,,60,,,
Sahl Alwand Co ,"
 | General Trading & Contracting |  ",,, Al harthiya,Baghdad,Iraq,+9647801647894	,+9647902884143	,+9647702860650,1-7405263,sarbast_sarhang@yahoo.com ,,,,,,,,,Sahl Alwand Co,2015,+9647801647894	,1-7405263,,sarbast_sarhang@yahoo.com ,69,,,
Sareh AlIraq Group,"
 | General Trading & Contracting |  ",,,Al Arassat,Baghdad,Iraq,+9647901829519,+9647901648890,+9647901648902,,sarehaliraq@yahoo.com ,,,,,,,,,Sareh AlIraq Group,2015,+9647901829519,,,sarehaliraq@yahoo.com ,76,,,
Sareh AlIraq Group,"
 | General Trading & Contracting |  ",,,Al Arassat,Baghdad,Iraq,+9647901829519,+9647901648890		,+9647901648902	,,sarehaliraq@yahoo.com ,,,,,,,,,Sareh AlIraq Group,2015,+9647901829519,,,sarehaliraq@yahoo.com ,69,,,
Sarsink Co,"
 | General Trading & Contracting |  ",,, Sindoka,Duhok,Iraq,+9647504455350,+9647504459435,,sarsinkco@yahoo.com ,,,,,,,,,,Sarsink Co ,2015,+9647504455350,,,sarsinkco@yahoo.com ,71,,,
Sabah Nori Co,"
 | General Trading & Contracting |  ",,,Hay AlJamaaa St,Baghdad,Iraq,+9647901342504,+9647708980303,,alsabahdecor_co@yahoo.com ,,,,,,,,,,Sabah Nori Co,2015,+9647901342504,,,alsabahdecor_co@yahoo.com ,69,,,
Sma AlNakheel Co,"
 | General Trading & Contracting |  ",,,iraq,Mosul,Iraq,+9647507388843,+9647703431100,,n_nzk@yahoo.com,,,,,,,,,,Sma AlNakheel Co,2015,+9647507388843,,,n_nzk@yahoo.com,70,,,
Shahan Co,"
 | General Trading & Contracting |  ",,,60 m St,Erbil,Iraq,+9647504454356,+9647504751180,66-2534567,sahan_co@yahoo.com 	,,,,,,,,,,Shahan Co,2015,+9647504454356,66-2534567,,sahan_co@yahoo.com 	,81,,,
Shams Alasel,"
 | General Trading & Contracting |  ",,,Hay Alghder,Najaf,Iraq,+9647801228755,,,,,,,,,,,,,Shams Alasel,2015,+9647801228755,,,,61,,,
Venture Tea Pvt Ltd,"
 | Agriculture & Food  |  ",, , ,Baghdad,Iraq,0094112930877,hussein@venturetea.com ,,,,,,,,,,,,0094711758232,2005,,0094112930877,www.venturetea.com,hussein@venturetea.com ,92,,,
Shams Alshmous,"
 | General Trading & Contracting |  ",,,Hay Ishtraki,Najaf,Iraq,+9647801435683,,,,,,,,,,,,,Shams Alshmous,2015,+9647801435683,,,,60,,,
Shanica Co,"
 | General Trading & Contracting |  ",,,30m St,Erbil,Iraq,+9647704454680	,+9647504454680,66-4454680	,abdulvahid@haliloglugroup.com,,,,,,,,,,Shanica Co,2015,+9647704454680	,66-4454680	,www.haliloglugroup.com,abdulvahid@haliloglugroup.com,82,,,
Shenye Co ,"
 | General Trading & Contracting |  ",,,iraq,Erbil,Iraq,+9647701520063,+9647501122063	,66-3141283,shenye_Company@yahoo.com,,,,,,,,,,Shenye Co,2015,+9647701520063,66-3141283,,shenye_Company@yahoo.com,81,,,
Sahir  Alardh,"
 | General Trading & Contracting |  ",,,Hay Alghari,Najaf,Iraq,+9647801296410,,,,,,,,,,,,,Sahir  Alardh,2015,+9647801296410,,,,61,,,
Sidal,"
 | General Trading & Contracting |  ",,,Muhafada,Kirkuk,Iraq,+9647503287788,+9647702165522,+9647701353727,,admin@sidal-set.com,sidal-set@hotmail.com	,,,,,,,,Sidal  ,2015,+9647503287788,,www.sidal-set.com,admin@sidal-set.com,69,,,
Sabat Co,"
 | General Trading & Contracting |  ",,,Tunise Co,Baghdad,Iraq,+9647704599945,+9647716056396,,sabat.co@hotmail.com ,,,,,,,,,,Sabat Co,2015,+9647704599945,,,sabat.co@hotmail.com ,69,,,
Sahl AlAman Co,"
 | General Trading & Contracting |  ",,,Said Sultan Ali,Baghdad,Iraq,+9647901374515,+9647702787427,,adnan_company@yahoo.com,,,,,,,,,,Sahl AlAman Co,2015,+9647901374515,,,adnan_company@yahoo.com,73,,,
Shams Alghufran Co,"
 | General Trading & Contracting |  ",,,52 St,Baghdad,Iraq,+9647708749170,+9647901107689	,,osama@shams-alghufran.com,,,,,,,,,,Shams Alghufran Co,2015,+9647708749170,,www.shams-alghufran.com,osama@shams-alghufran.com,73,,,
Crystal Furniture,"
 | Furniture |  ",,,AlAadhamya,Baghdad,Iraq,+9647806278802,,,,,,,,,,,,,Crystal Furniture,2015,+9647806278802,,,,102,,,
D DESIGN furnitureaccessories,"
 | Furniture |  ",,,60 Mtr St,Erbil,Iraq,+9647504450698,+9647704450698,,dedaralhadad@yahoo.com,,,,,,,,,,D DESIGN furnitureaccessories,2015,+9647504450698,,,dedaralhadad@yahoo.com,107,,,
Solutions amp International Services General Trading amp Contracting Co,"
 | General Trading & Contracting |  ",,,iraq,Basra,Iraq,+9647801414850	,,alnajim57@yahoo.com,,,,,,,,,,,Solutions amp International Services General Trading amp Contracting Co,2015,+9647801414850	,,,alnajim57@yahoo.com,96,,,
D  DESIGN Furniture,"
 | Furniture |  ",,,60m St,Erbil,Iraq,+9647504450698,+9647704450698,+9647704450698,dedaralhadad@yahoo.com,,,,,,,,,,D  DESIGN Furniture,2015,+9647504450698,+9647704450698,,dedaralhadad@yahoo.com,112,,,
Taj AlSafa Co,"
 | General Trading & Contracting |  ",,,Jadriya,Baghdad,Iraq,+9647709200909,+9647901279231	,,tajalsafa@atdngroup.com 	,sales@atdngroup.com,,,,,,,,,Taj AlSafa Co,2015,+9647709200909,,,tajalsafa@atdngroup.com 	,71,,,
Dh Furniture,"
 | Furniture |  ",,,60m Stl100m St,Erbil,Iraq,+9647504453109,+9647507779930,+9647506366861,66-2509276,dh_furniture@yahoo.com,,,,,,,,,Dh Furniture,2015,+9647504453109,66-2509276,,dh_furniture@yahoo.com,109,,,
Daark Furniture,"
 | Furniture |  ",,,Lebnon Park St,Basra,Iraq,+9647801022690,+9647801023039,,,,,,,,,,,,Daark Furniture,2015,+9647801022690,,,,102,,,
Zagros Co ,"
 | General Trading & Contracting |  ",,,Shaklawa St ,Erbil,Iraq,66-2242168,66-2242169,66-2242170	,zagros-co@web-sat.com  ,,,,,,,,,,Zagros Co,2015,,66-2242168,,zagros-co@web-sat.com  ,92,,,
Dana,"
 | Furniture |  ",,,AlArasat AlHindiy,Baghdad,Iraq,+9647707637336,+9647804713473,+9647710098671,,,,,,,,,,,Dana,2015,+9647707637336,,,,92,,,
Dar Al Fenoon Al Turkya Group,"
 | Furniture |  ",,,Saidiya Near Dejlah  College,Baghdad,Iraq,+9647800469426,+9647600007013,,info@arts-house.net,,,,,,,,,,Dar Al Fenoon Al Turkya Group,2015,+9647800469426,,Web. : www.arts-house.net,info@arts-house.net,115,,,
Dar AlBasha,"
 | Furniture |  ",,,Adhamya Neighboring Aaidadia Alharire Alwazerya,Baghdad,Iraq,+9647711004411,+9647707763214,+9647702006798,+9647905322597,,daralbasha@yahoo.com,,,,,,,,Dar AlBasha,2015,+9647711004411,,,daralbasha@yahoo.com,137,,,
Z M C Co,"
 | General Trading & Contracting |  ",,,Alwatain St,Basra,Iraq,+9647811546677,,adiljumah@yahoo.com,,,,,,,,,,,Z M C Co,2015,+9647811546677,,,adiljumah@yahoo.com,211,,,
Zain Al Khalig Co ,"
 | General Trading & Contracting |  ",,,Almasbah,Baghdad,Iraq,+9647901904668	,+9647712999957	,+9647815188866	,,zainalkhalig@yahoo.com,,,,,,,,,Zain Al Khalig Co,2015,+9647901904668	,,www.zainalkhalig.com ,zainalkhalig@yahoo.com,126,,,
Zhen Co,"
 | General Trading & Contracting |  ",,,100m St,Erbil,Iraq,+9647504452427,+9647704452427,,Zhen_company@yahoo.com,,,,,,,,,,Zhen Co,2015,+9647504452427,,www.zhen.com,Zhen_company@yahoo.com,188,,,
Dr Abdulla Sharief Abdulla,"
 | Doctors |  ",,,Goran St,Sulaymaniyah,Iraq,7702259086,,d.abdullasharief@hotmail.com,,,,,,,,,,, ,2015,7702259086,,,d.abdullasharief@hotmail.com,172,,,
 AbdulAziz sulaiman Safo,"
 | Doctors |  ",,,Barooshki,Duhok,Iraq,7504118655,,azizsavo@yahoo.com,,,,,,,,,,, ,2015,7504118655,,,azizsavo@yahoo.com,270,,,
Dar AlMarwa,"
 | Furniture |  ",,,Hay Aljameea Rabee St,Baghdad,Iraq,1-5566321,,,,,,,,,,,,,Dar AlMarwa,2015,,1-5566321,,,110,,,
Dar AlSaj Co Furniture,"
 | Furniture |  ",,,Karada Kharij,Baghdadi,Iraq,+9647902372288,+9647901332759,+9647901225673,1-7789410,1-8170474,akeel_ghany@yahoo.com,,,,,,,,Dar AlSaj Co Furniture,2015,+9647902372288,1-7789410,,akeel_ghany@yahoo.com,91,,,
Dar Granada House Co Furniture,"
 | Furniture |  ",,,iraq,Baghdad,Iraq,+9647700777711,+9647901308788,1-5427437,kubaa_2004@yahoo.com,,,,,,,,,,Dar Granada House Co Furniture,2015,+9647700777711,1-5427437,,kubaa_2004@yahoo.com,101,,,
Darin Group,"
 | Furniture |  ",,,60th m St,Erbil,Iraq,+9647507313233,+9647503357116,,burosan.cemal@hotmail.com,,,,,,,,,,Darin Group,2015,+9647507313233,,www.burosan.com,burosan.cemal@hotmail.com,97,,,
Dawan Furniture,"
 | Furniture |  ",,,iraq,Baghdad,Iraq,+9647504184967,+9647507489484,,,,,,,,,,,,Dawan Furniture,2015,+9647504184967,,,,104,,,
Dcor Furniture,"
 | Furniture |  ",,, Malik Mahmud St,Sulaymaniyah,Iraq,+9647480129424,+9647701560424,53-3287970,decormobilya@yahoo.com,,,,,,,,,,Dcor Furniture,2015,+9647480129424,53-3287970,www.decor-mobilya.com	,decormobilya@yahoo.com,125,,,
Defaf Al Nile,"
 | Furniture |  ",,,Hay JamiaAlrabiah St,Baghdad,Iraq,+9647800552240,,,,,,,,,,,,,Defaf Al Nile,2015,+9647800552240,,,,88,,,
Dekur Furniture,"
 | Furniture |  ",,,KaradaTahriat Sq,Baghdad,Iraq,+9647905249759,+9647901369320,+9647901405677,1-7192346,dekur_furniture@yahoo.com,,,,,,,,,Dekur Furniture,2015,+9647905249759,1-7192346,,dekur_furniture@yahoo.com,104,,,
Diamond,"
 | Furniture |  ",,,60  m St,Erbil,Iraq,+9647507087811,+9647504550616,+9647507433435,,lovelysaman24@gmail.com	,,,,,,,,,Diamond,2015,+9647507087811,,,lovelysaman24@gmail.com	,95,,,
DIDOM MOBILYA,"
 | Furniture |  ",,,two sides St  beside Rahmma Hosp,Erbil,Iraq,+9647504462142,+9647717904227,,,,,,,,,,,,DIDOM MOBILYA,2015,+9647504462142,,,,94,,,
Dina,"
 | Furniture |  ",,,Korek Street,Duhok,Iraq,+9647504833913,,sarhing@gmail.com,,,,,,,,,,,Dina,2015,+9647504833913,,,sarhing@gmail.com,88,,,
Diwan Group Company,"
 | Furniture |  ",,,Gulan St Near Aras Press,Erbil,Iraq,+9647501407002,+9647501407004,66-2247004,diwan_hawler@yahoo.com 	,info@diwanhome.co,,,,,,,,,Diwan Group Company,2015,+9647501407002,66-2247004,,diwan_hawler@yahoo.com 	,97,,,
